type,days_for_shipment__scheduled,benefit_per_order,late_delivery_risk,department_name,market,order_item_discount_rate,product_price,transaction_id
CASH,0,30.5,0,Apparel,LATAM,0.100000001,59.99000168,T3961
CASH,0,14.64999962,1,Golf,LATAM,0.07,50,T3962
CASH,0,86.37999725,1,Golf,LATAM,0.100000001,39.99000168,T3963
CASH,0,-2.130000114,1,Golf,LATAM,0.180000007,39.99000168,T3964
CASH,0,35.88000107,0,Golf,LATAM,0.180000007,50,T3965
CASH,0,70.30999756,1,Golf,LATAM,0.25,50,T3966
CASH,0,93.58000183,0,Apparel,PacificAsia,0.039999999,59.99000168,T3967
CASH,0,86.25,0,Golf,USCA,0.25,50,T3968
CASH,2,-29.25,1,Fitness,Africa,0.25,59.99000168,T3969
CASH,2,32.77999878,1,Apparel,Africa,0.029999999,129.9900055,T3970
CASH,2,49.13999939,1,Apparel,Africa,0.159999996,129.9900055,T3971
CASH,2,13.64999962,1,Apparel,Africa,0.25,129.9900055,T3972
CASH,2,96.3199997,1,FanShop,Africa,0.050000001,299.980011,T3973
CASH,2,-737.0499878,1,FanShop,Africa,0.059999999,299.980011,T3974
CASH,2,82.87000275,1,FanShop,Africa,0.150000006,299.980011,T3975
CASH,2,393.1199951,1,Technology,Europe,0.090000004,1500,T3976
CASH,2,18.62000084,1,Footwear,Europe,0.02,99.98999786,T3977
CASH,2,29.57999992,0,Footwear,Europe,0.129999995,99.98999786,T3978
CASH,2,0,1,Footwear,Europe,0.170000002,30,T3979
CASH,2,33.75,0,Footwear,Europe,0.25,99.98999786,T3980
CASH,2,0.75,0,Footwear,Europe,0.25,99.98999786,T3981
CASH,2,36.75,1,Footwear,Europe,0.25,99.98999786,T3982
CASH,2,20.28000069,1,Apparel,Europe,0,59.99000168,T3983
CASH,2,18,1,Apparel,Europe,0,59.99000168,T3984
CASH,2,27.90999985,1,Apparel,Europe,0.01,59.99000168,T3985
CASH,2,0.769999981,1,Apparel,Europe,0.01,59.99000168,T3986
CASH,2,9.550000191,1,Apparel,Europe,0.02,129.9900055,T3987
CASH,2,-101.9100037,1,Apparel,Europe,0.02,129.9900055,T3988
CASH,2,35.66999817,1,Apparel,Europe,0.02,129.9900055,T3989
CASH,2,47.90999985,1,Apparel,Europe,0.029999999,129.9900055,T3990
CASH,2,37.83000183,1,Apparel,Europe,0.029999999,129.9900055,T3991
CASH,2,15.43999958,1,Apparel,Europe,0.050000001,129.9900055,T3992
CASH,2,-232.4700012,1,Apparel,Europe,0.07,357.1000061,T3993
CASH,2,56.15999985,1,Apparel,Europe,0.100000001,129.9900055,T3994
CASH,2,42.47000122,1,Apparel,Europe,0.100000001,129.9900055,T3995
CASH,2,17.28000069,1,Apparel,Europe,0.100000001,59.99000168,T3996
CASH,2,54.99000168,0,Apparel,Europe,0.100000001,129.9900055,T3997
CASH,2,194.9299927,1,Apparel,Europe,0.119999997,461.480011,T3998
CASH,2,52.61999893,1,Apparel,Europe,0.119999997,129.9900055,T3999
CASH,2,2.49000001,1,Apparel,Europe,0.129999995,129.9900055,T4000
CASH,2,8.479999542,1,Apparel,Europe,0.129999995,129.9900055,T4001
CASH,2,37.5,0,Apparel,Europe,0.159999996,357.1000061,T4002
CASH,2,-76.23000336,1,Apparel,Europe,0.200000003,129.9900055,T4003
CASH,2,-8.5,1,Golf,Europe,0.02,39.99000168,T4004
CASH,2,3.380000114,1,Golf,Europe,0.100000001,50,T4005
CASH,2,12.60000038,1,Golf,Europe,0.100000001,39.99000168,T4006
CASH,2,-4.96999979,1,Golf,Europe,0.119999997,50,T4007
CASH,2,26.72999954,1,Golf,Europe,0.170000002,70,T4008
DEBIT,4,60,0,FanShop,PacificAsia,0,299.980011,T4009
DEBIT,4,106.9100037,0,FanShop,PacificAsia,0.01,299.980011,T4010
DEBIT,4,145.5200043,1,FanShop,PacificAsia,0.01,299.980011,T4011
DEBIT,4,77.20999908,0,FanShop,PacificAsia,0.01,299.980011,T4012
DEBIT,4,139.5800018,0,FanShop,PacificAsia,0.01,299.980011,T4013
DEBIT,4,32.66999817,0,FanShop,PacificAsia,0.01,299.980011,T4014
DEBIT,4,145.5200043,1,FanShop,PacificAsia,0.01,299.980011,T4015
DEBIT,4,-18.70999908,0,FanShop,PacificAsia,0.01,299.980011,T4016
DEBIT,4,47.52000046,1,FanShop,PacificAsia,0.01,299.980011,T4017
DEBIT,4,89.08999634,1,FanShop,PacificAsia,0.01,299.980011,T4018
DEBIT,4,94.08000183,1,FanShop,PacificAsia,0.02,399.980011,T4019
DEBIT,4,35.27999878,0,FanShop,PacificAsia,0.02,399.980011,T4020
DEBIT,4,36.75,0,FanShop,PacificAsia,0.02,299.980011,T4021
DEBIT,4,19.60000038,1,FanShop,PacificAsia,0.02,399.980011,T4022
DEBIT,4,109.75,0,FanShop,PacificAsia,0.02,399.980011,T4023
DEBIT,4,97.01000214,0,FanShop,PacificAsia,0.02,299.980011,T4024
DEBIT,4,120.5299988,0,FanShop,PacificAsia,0.02,299.980011,T4025
DEBIT,4,88.19000244,1,FanShop,PacificAsia,0.02,299.980011,T4026
DEBIT,4,82.30999756,1,FanShop,PacificAsia,0.02,299.980011,T4027
DEBIT,4,76.43000031,1,FanShop,PacificAsia,0.02,299.980011,T4028
DEBIT,4,139.6699982,0,FanShop,PacificAsia,0.029999999,299.980011,T4029
DEBIT,4,-77.59999847,1,FanShop,PacificAsia,0.029999999,399.980011,T4030
DEBIT,4,75.65000153,1,FanShop,PacificAsia,0.029999999,299.980011,T4031
DEBIT,4,108.6299973,1,FanShop,PacificAsia,0.029999999,399.980011,T4032
DEBIT,4,7.760000229,1,FanShop,PacificAsia,0.029999999,399.980011,T4033
DEBIT,4,139.6699982,0,FanShop,PacificAsia,0.029999999,299.980011,T4034
DEBIT,4,182.3500061,1,FanShop,PacificAsia,0.029999999,399.980011,T4035
DEBIT,4,74.87999725,1,FanShop,PacificAsia,0.039999999,299.980011,T4036
DEBIT,4,138.2299957,0,FanShop,PacificAsia,0.039999999,299.980011,T4037
DEBIT,4,134.3899994,0,FanShop,PacificAsia,0.039999999,399.980011,T4038
DEBIT,4,115.1900024,0,FanShop,PacificAsia,0.039999999,399.980011,T4039
DEBIT,4,83.51000214,1,FanShop,PacificAsia,0.039999999,299.980011,T4040
DEBIT,4,100.7900009,0,FanShop,PacificAsia,0.039999999,299.980011,T4041
DEBIT,4,74.87999725,0,FanShop,PacificAsia,0.039999999,299.980011,T4042
DEBIT,4,42.24000168,1,FanShop,PacificAsia,0.039999999,399.980011,T4043
DEBIT,4,-20.45000076,0,FanShop,PacificAsia,0.039999999,299.980011,T4044
DEBIT,4,129.5899963,0,FanShop,PacificAsia,0.039999999,299.980011,T4045
DEBIT,4,109.4300003,0,FanShop,PacificAsia,0.039999999,299.980011,T4046
DEBIT,4,112.3099976,1,FanShop,PacificAsia,0.039999999,299.980011,T4047
DEBIT,4,-475.1700134,1,FanShop,PacificAsia,0.039999999,299.980011,T4048
DEBIT,4,32.54000092,1,FanShop,PacificAsia,0.039999999,299.980011,T4049
DEBIT,4,60.47999954,0,FanShop,PacificAsia,0.039999999,299.980011,T4050
DEBIT,4,129.7899933,1,FanShop,PacificAsia,0.039999999,399.980011,T4051
DEBIT,4,-113.9899979,0,FanShop,PacificAsia,0.050000001,299.980011,T4052
DEBIT,4,123.4899979,0,FanShop,PacificAsia,0.050000001,399.980011,T4053
DEBIT,4,-92.33999634,0,FanShop,PacificAsia,0.050000001,399.980011,T4054
DEBIT,4,136.7899933,0,FanShop,PacificAsia,0.050000001,299.980011,T4055
DEBIT,4,98.80000305,0,FanShop,PacificAsia,0.050000001,399.980011,T4056
DEBIT,4,182.3899994,0,FanShop,PacificAsia,0.050000001,399.980011,T4057
DEBIT,4,-208.8899994,1,FanShop,PacificAsia,0.050000001,299.980011,T4058
DEBIT,4,88.33999634,0,FanShop,PacificAsia,0.050000001,299.980011,T4059
DEBIT,4,182.3899994,0,FanShop,PacificAsia,0.050000001,399.980011,T4060
DEBIT,4,96.37999725,0,FanShop,PacificAsia,0.059999999,299.980011,T4061
DEBIT,4,28.35000038,0,FanShop,PacificAsia,0.059999999,399.980011,T4062
DEBIT,4,-60.38000107,0,FanShop,PacificAsia,0.059999999,299.980011,T4063
DEBIT,4,130.3999939,0,FanShop,PacificAsia,0.059999999,299.980011,T4064
DEBIT,4,102.0500031,0,FanShop,PacificAsia,0.059999999,399.980011,T4065
DEBIT,4,130.3999939,0,FanShop,PacificAsia,0.059999999,299.980011,T4066
DEBIT,4,21.26000023,1,FanShop,PacificAsia,0.059999999,299.980011,T4067
DEBIT,4,-39.11999893,0,FanShop,PacificAsia,0.059999999,299.980011,T4068
DEBIT,4,92.12999725,0,FanShop,PacificAsia,0.059999999,299.980011,T4069
DEBIT,4,106.3099976,1,FanShop,PacificAsia,0.059999999,299.980011,T4070
DEBIT,4,24.54999924,0,FanShop,PacificAsia,0.07,299.980011,T4071
DEBIT,4,131.1199951,0,FanShop,PacificAsia,0.07,299.980011,T4072
DEBIT,4,116.4300003,0,FanShop,PacificAsia,0.07,399.980011,T4073
DEBIT,4,2.789999962,1,FanShop,PacificAsia,0.07,299.980011,T4074
DEBIT,4,101.2699966,1,FanShop,PacificAsia,0.07,299.980011,T4075
DEBIT,4,11.15999985,0,FanShop,PacificAsia,0.07,299.980011,T4076
DEBIT,4,-47.99000168,1,FanShop,PacificAsia,0.07,399.980011,T4077
DEBIT,4,17.57999992,0,FanShop,PacificAsia,0.07,299.980011,T4078
DEBIT,4,-334.3999939,0,FanShop,PacificAsia,0.090000004,299.980011,T4079
DEBIT,4,125.5699997,0,FanShop,PacificAsia,0.090000004,299.980011,T4080
DEBIT,4,118.2900009,1,FanShop,PacificAsia,0.090000004,399.980011,T4081
DEBIT,4,69.16000366,0,FanShop,PacificAsia,0.090000004,399.980011,T4082
DEBIT,4,128.3000031,0,FanShop,PacificAsia,0.090000004,299.980011,T4083
DEBIT,4,90.08000183,0,FanShop,PacificAsia,0.090000004,299.980011,T4084
DEBIT,4,106.4599991,0,FanShop,PacificAsia,0.090000004,299.980011,T4085
DEBIT,4,79.16000366,1,FanShop,PacificAsia,0.090000004,299.980011,T4086
DEBIT,4,70.98000336,0,FanShop,PacificAsia,0.090000004,299.980011,T4087
DEBIT,4,34.11999893,0,FanShop,PacificAsia,0.090000004,299.980011,T4088
DEBIT,4,136.4900055,1,FanShop,PacificAsia,0.090000004,399.980011,T4089
DEBIT,4,37.25999832,0,FanShop,PacificAsia,0.100000001,299.980011,T4090
DEBIT,4,18,1,FanShop,PacificAsia,0.100000001,399.980011,T4091
DEBIT,4,-283.480011,0,FanShop,PacificAsia,0.100000001,299.980011,T4092
DEBIT,4,16.20000076,0,FanShop,PacificAsia,0.100000001,299.980011,T4093
DEBIT,4,2.700000048,1,FanShop,PacificAsia,0.100000001,299.980011,T4094
DEBIT,4,-31.70999908,0,FanShop,PacificAsia,0.100000001,29.98999977,T4095
DEBIT,4,126.7099991,1,FanShop,PacificAsia,0.119999997,299.980011,T4096
DEBIT,4,123.1900024,0,FanShop,PacificAsia,0.119999997,399.980011,T4097
DEBIT,4,16.37000084,0,FanShop,PacificAsia,0.119999997,299.980011,T4098
DEBIT,4,57.36999893,0,FanShop,PacificAsia,0.119999997,399.980011,T4099
DEBIT,4,68.63999939,1,FanShop,PacificAsia,0.119999997,299.980011,T4100
DEBIT,4,126.7099991,0,FanShop,PacificAsia,0.119999997,299.980011,T4101
DEBIT,4,126.7099991,0,FanShop,PacificAsia,0.119999997,299.980011,T4102
DEBIT,4,129.3500061,0,FanShop,PacificAsia,0.119999997,299.980011,T4103
DEBIT,4,-41.45000076,0,FanShop,PacificAsia,0.119999997,299.980011,T4104
DEBIT,4,3.130000114,0,FanShop,PacificAsia,0.129999995,299.980011,T4105
DEBIT,4,120.0500031,1,FanShop,PacificAsia,0.129999995,299.980011,T4106
DEBIT,4,45.93000031,1,FanShop,PacificAsia,0.129999995,299.980011,T4107
DEBIT,4,13.92000008,0,FanShop,PacificAsia,0.129999995,399.980011,T4108
DEBIT,4,-326.230011,1,FanShop,PacificAsia,0.129999995,299.980011,T4109
DEBIT,4,-60.81000137,1,FanShop,PacificAsia,0.129999995,299.980011,T4110
DEBIT,4,122.6600037,0,FanShop,PacificAsia,0.129999995,299.980011,T4111
DEBIT,4,114.8300018,1,FanShop,PacificAsia,0.129999995,299.980011,T4112
DEBIT,4,104.3899994,0,FanShop,PacificAsia,0.129999995,399.980011,T4113
DEBIT,4,67.86000061,0,FanShop,PacificAsia,0.129999995,299.980011,T4114
DEBIT,4,94.73999786,1,FanShop,PacificAsia,0.129999995,299.980011,T4115
DEBIT,4,122.6600037,0,FanShop,PacificAsia,0.129999995,299.980011,T4116
DEBIT,4,91.33999634,0,FanShop,PacificAsia,0.129999995,299.980011,T4117
DEBIT,4,91.33999634,0,FanShop,PacificAsia,0.129999995,299.980011,T4118
DEBIT,4,117.6200027,1,FanShop,PacificAsia,0.129999995,399.980011,T4119
DEBIT,4,91.33999634,0,FanShop,PacificAsia,0.129999995,299.980011,T4120
DEBIT,4,42.58000183,0,FanShop,PacificAsia,0.150000006,299.980011,T4121
DEBIT,4,-51,0,FanShop,PacificAsia,0.150000006,399.980011,T4122
DEBIT,4,73.94999695,0,FanShop,PacificAsia,0.150000006,299.980011,T4123
DEBIT,4,12.75,1,FanShop,PacificAsia,0.150000006,299.980011,T4124
DEBIT,4,84.13999939,0,FanShop,PacificAsia,0.150000006,299.980011,T4125
DEBIT,4,45.36000061,0,FanShop,PacificAsia,0.159999996,299.980011,T4126
DEBIT,4,37.97000122,1,FanShop,PacificAsia,0.159999996,399.980011,T4127
DEBIT,4,70.55999756,0,FanShop,PacificAsia,0.159999996,299.980011,T4128
DEBIT,4,13.43999958,0,FanShop,PacificAsia,0.159999996,399.980011,T4129
DEBIT,4,94.48999786,0,FanShop,PacificAsia,0.159999996,299.980011,T4130
DEBIT,4,-18.89999962,0,FanShop,PacificAsia,0.159999996,299.980011,T4131
DEBIT,4,94.08000183,0,FanShop,PacificAsia,0.159999996,399.980011,T4132
DEBIT,4,122,1,FanShop,PacificAsia,0.170000002,299.980011,T4133
DEBIT,4,149.3899994,1,FanShop,PacificAsia,0.170000002,399.980011,T4134
DEBIT,4,62.25,0,FanShop,PacificAsia,0.170000002,299.980011,T4135
DEBIT,4,12.44999981,0,FanShop,PacificAsia,0.170000002,299.980011,T4136
DEBIT,4,-423.269989,1,FanShop,PacificAsia,0.170000002,299.980011,T4137
DEBIT,4,31.12000084,0,FanShop,PacificAsia,0.170000002,299.980011,T4138
DEBIT,4,116.1900024,0,FanShop,PacificAsia,0.170000002,399.980011,T4139
DEBIT,4,28.13999939,0,FanShop,PacificAsia,0.170000002,299.980011,T4140
DEBIT,4,156.0299988,0,FanShop,PacificAsia,0.170000002,399.980011,T4141
DEBIT,4,136.1100006,0,FanShop,PacificAsia,0.170000002,399.980011,T4142
DEBIT,4,83,0,FanShop,PacificAsia,0.170000002,399.980011,T4143
DEBIT,4,162.6699982,1,FanShop,PacificAsia,0.170000002,399.980011,T4144
DEBIT,4,6.71999979,1,FanShop,PacificAsia,0.170000002,29.98999977,T4145
DEBIT,4,112.0400009,0,FanShop,PacificAsia,0.170000002,299.980011,T4146
DEBIT,4,69.72000122,1,FanShop,PacificAsia,0.170000002,299.980011,T4147
DEBIT,4,18.45000076,1,FanShop,PacificAsia,0.180000007,299.980011,T4148
DEBIT,4,120.5299988,0,FanShop,PacificAsia,0.180000007,299.980011,T4149
DEBIT,4,118.0699997,0,FanShop,PacificAsia,0.180000007,299.980011,T4150
DEBIT,4,-180.3099976,0,FanShop,PacificAsia,0.180000007,299.980011,T4151
DEBIT,4,58.54000092,1,FanShop,PacificAsia,0.180000007,299.980011,T4152
DEBIT,4,91.83999634,0,FanShop,PacificAsia,0.180000007,399.980011,T4153
DEBIT,4,-112.5,0,FanShop,PacificAsia,0.180000007,399.980011,T4154
DEBIT,4,120.5299988,1,FanShop,PacificAsia,0.180000007,299.980011,T4155
DEBIT,4,61.5,0,FanShop,PacificAsia,0.180000007,299.980011,T4156
DEBIT,4,86.08999634,0,FanShop,PacificAsia,0.180000007,299.980011,T4157
DEBIT,4,30,0,FanShop,PacificAsia,0.200000003,299.980011,T4158
DEBIT,4,62.40000153,0,FanShop,PacificAsia,0.200000003,299.980011,T4159
DEBIT,4,63.11999893,0,FanShop,PacificAsia,0.200000003,299.980011,T4160
DEBIT,4,116.1500015,0,FanShop,PacificAsia,0.200000003,399.980011,T4161
DEBIT,4,83.98999786,0,FanShop,PacificAsia,0.200000003,299.980011,T4162
DEBIT,4,-54,0,FanShop,PacificAsia,0.200000003,299.980011,T4163
DEBIT,4,81.11000061,0,FanShop,PacificAsia,0.200000003,299.980011,T4164
DEBIT,4,103.9899979,1,FanShop,PacificAsia,0.200000003,399.980011,T4165
DEBIT,4,28.15999985,0,FanShop,PacificAsia,0.200000003,399.980011,T4166
DEBIT,4,27.12000084,0,FanShop,PacificAsia,0.200000003,299.980011,T4167
DEBIT,4,-234.5500031,0,FanShop,PacificAsia,0.200000003,399.980011,T4168
DEBIT,4,111.9899979,0,FanShop,PacificAsia,0.200000003,399.980011,T4169
DEBIT,4,78,1,FanShop,PacificAsia,0.25,399.980011,T4170
DEBIT,4,37.5,0,FanShop,PacificAsia,0.25,399.980011,T4171
DEBIT,4,107.9899979,0,FanShop,PacificAsia,0.25,299.980011,T4172
DEBIT,4,81.66999817,0,FanShop,PacificAsia,0.25,299.980011,T4173
DEBIT,4,19.79999924,0,FanShop,PacificAsia,0.25,299.980011,T4174
DEBIT,4,134.9900055,1,FanShop,PacificAsia,0.25,399.980011,T4175
DEBIT,4,67.5,0,FanShop,PacificAsia,0.25,299.980011,T4176
DEBIT,4,85.48999786,0,FanShop,PacificAsia,0.25,299.980011,T4177
DEBIT,4,-209.9900055,0,FanShop,PacificAsia,0.25,399.980011,T4178
DEBIT,4,19.79999924,0,FanShop,PacificAsia,0.25,299.980011,T4179
DEBIT,4,107.9899979,0,FanShop,PacificAsia,0.25,299.980011,T4180
DEBIT,4,9,0,FanShop,PacificAsia,0.25,399.980011,T4181
DEBIT,4,24.75,0,FanShop,PacificAsia,0.25,299.980011,T4182
DEBIT,4,10.65999985,0,BookShop,PacificAsia,0.02,31.07999992,T4183
DEBIT,4,12.52999973,1,BookShop,PacificAsia,0.039999999,31.07999992,T4184
DEBIT,4,10.60999966,1,BookShop,PacificAsia,0.090000004,31.07999992,T4185
DEBIT,4,93.83000183,0,DiscsShop,PacificAsia,0,260.6499939,T4186
DEBIT,4,77.26000214,0,DiscsShop,PacificAsia,0,164.3800049,T4187
DEBIT,4,74.83000183,1,DiscsShop,PacificAsia,0.01,260.6499939,T4188
DEBIT,4,4.920000076,0,DiscsShop,PacificAsia,0.01,39.75,T4189
DEBIT,4,0.829999983,1,DiscsShop,PacificAsia,0.02,11.28999996,T4190
DEBIT,4,56.38000107,1,DiscsShop,PacificAsia,0.02,164.3800049,T4191
DEBIT,4,7.789999962,0,DiscsShop,PacificAsia,0.02,39.75,T4192
DEBIT,4,31.93000031,1,DiscsShop,PacificAsia,0.02,260.6499939,T4193
DEBIT,4,2.809999943,0,DiscsShop,PacificAsia,0.02,260.6499939,T4194
DEBIT,4,-19.12999916,0,DiscsShop,PacificAsia,0.02,39.75,T4195
DEBIT,4,14.60999966,1,DiscsShop,PacificAsia,0.02,39.75,T4196
DEBIT,4,18.70000076,1,DiscsShop,PacificAsia,0.02,39.75,T4197
DEBIT,4,0,0,DiscsShop,PacificAsia,0.029999999,39.75,T4198
DEBIT,4,12.89999962,1,DiscsShop,PacificAsia,0.039999999,39.75,T4199
DEBIT,4,120.1100006,1,DiscsShop,PacificAsia,0.039999999,260.6499939,T4200
DEBIT,4,-27.96999931,0,DiscsShop,PacificAsia,0.039999999,39.75,T4201
DEBIT,4,52.79999924,0,DiscsShop,PacificAsia,0.039999999,260.6499939,T4202
DEBIT,4,-7.260000229,1,DiscsShop,PacificAsia,0.039999999,260.6499939,T4203
DEBIT,4,14.88000011,0,DiscsShop,PacificAsia,0.039999999,39.75,T4204
DEBIT,4,73.40000153,0,DiscsShop,PacificAsia,0.050000001,164.3800049,T4205
DEBIT,4,73.40000153,0,DiscsShop,PacificAsia,0.050000001,164.3800049,T4206
DEBIT,4,92.37000275,0,DiscsShop,PacificAsia,0.059999999,260.6499939,T4207
DEBIT,4,-108.7399979,1,DiscsShop,PacificAsia,0.059999999,164.3800049,T4208
DEBIT,4,-10.63000011,1,DiscsShop,PacificAsia,0.059999999,39.75,T4209
DEBIT,4,15.27000046,1,DiscsShop,PacificAsia,0.059999999,260.6499939,T4210
DEBIT,4,-101.9700012,0,DiscsShop,PacificAsia,0.07,164.3800049,T4211
DEBIT,4,10.35000038,0,DiscsShop,PacificAsia,0.07,39.75,T4212
DEBIT,4,6.329999924,1,DiscsShop,PacificAsia,0.090000004,39.75,T4213
DEBIT,4,4.929999828,1,DiscsShop,PacificAsia,0.090000004,11.28999996,T4214
DEBIT,4,48.61999893,0,DiscsShop,PacificAsia,0.090000004,164.3800049,T4215
DEBIT,4,106.7399979,1,DiscsShop,PacificAsia,0.090000004,260.6499939,T4216
DEBIT,4,-31.11000061,1,DiscsShop,PacificAsia,0.090000004,39.75,T4217
DEBIT,4,76.65000153,0,DiscsShop,PacificAsia,0.129999995,260.6499939,T4218
DEBIT,4,-51.93000031,1,DiscsShop,PacificAsia,0.129999995,260.6499939,T4219
DEBIT,4,65.66999817,0,DiscsShop,PacificAsia,0.150000006,164.3800049,T4220
DEBIT,4,0.379999995,1,DiscsShop,PacificAsia,0.150000006,11.28999996,T4221
DEBIT,4,76.62999725,1,DiscsShop,PacificAsia,0.159999996,260.6499939,T4222
DEBIT,4,-13.81000042,1,DiscsShop,PacificAsia,0.159999996,164.3800049,T4223
DEBIT,4,60.75,0,DiscsShop,PacificAsia,0.159999996,164.3800049,T4224
DEBIT,4,21.88999939,0,DiscsShop,PacificAsia,0.159999996,260.6499939,T4225
DEBIT,4,8.680000305,0,DiscsShop,PacificAsia,0.159999996,39.75,T4226
DEBIT,4,12.11999989,0,DiscsShop,PacificAsia,0.159999996,39.75,T4227
DEBIT,4,0.819999993,0,DiscsShop,PacificAsia,0.170000002,11.28999996,T4228
DEBIT,4,1.059999943,1,DiscsShop,PacificAsia,0.170000002,11.28999996,T4229
DEBIT,4,35.47000122,1,DiscsShop,PacificAsia,0.170000002,164.3800049,T4230
DEBIT,4,-58.36000061,1,DiscsShop,PacificAsia,0.180000007,164.3800049,T4231
DEBIT,4,1.299999952,1,DiscsShop,PacificAsia,0.180000007,39.75,T4232
DEBIT,4,9.449999809,1,DiscsShop,PacificAsia,0.180000007,39.75,T4233
DEBIT,4,62,0,DiscsShop,PacificAsia,0.180000007,164.3800049,T4234
DEBIT,4,11.02000046,1,DiscsShop,PacificAsia,0.180000007,39.75,T4235
DEBIT,4,8.899999619,1,DiscsShop,PacificAsia,0.200000003,39.75,T4236
DEBIT,4,9.220000267,0,DiscsShop,PacificAsia,0.200000003,39.75,T4237
DEBIT,4,7.949999809,0,DiscsShop,PacificAsia,0.200000003,39.75,T4238
DEBIT,4,56.70999908,0,DiscsShop,PacificAsia,0.25,164.3800049,T4239
DEBIT,4,-22.09000015,0,DiscsShop,PacificAsia,0.25,260.6499939,T4240
DEBIT,4,9.68999958,0,DiscsShop,PacificAsia,0.25,39.75,T4241
DEBIT,4,0.300000012,0,DiscsShop,PacificAsia,0.25,39.75,T4242
DEBIT,4,4.46999979,0,DiscsShop,PacificAsia,0.25,39.75,T4243
DEBIT,4,21.51000023,1,PetShop,PacificAsia,0.02,84.40000153,T4244
DEBIT,4,21.87999916,0,PetShop,PacificAsia,0.039999999,84.40000153,T4245
DEBIT,4,-113.9400024,0,PetShop,PacificAsia,0.25,84.40000153,T4246
DEBIT,4,16.30999947,1,Fitness,PacificAsia,0.02,44.99000168,T4247
DEBIT,4,-15.44999981,0,Fitness,PacificAsia,0.180000007,59.99000168,T4248
DEBIT,4,29,0,Footwear,PacificAsia,0,99.98999786,T4249
DEBIT,4,-2.380000114,0,Footwear,PacificAsia,0.01,27.98999977,T4250
DEBIT,4,6.170000076,0,Footwear,PacificAsia,0.02,99.98999786,T4251
DEBIT,4,-6.909999847,1,Footwear,PacificAsia,0.039999999,31.98999977,T4252
DEBIT,4,44.40999985,1,Footwear,PacificAsia,0.059999999,99.98999786,T4253
DEBIT,4,8.180000305,0,Footwear,PacificAsia,0.07,99.98999786,T4254
DEBIT,4,-64.5,0,Footwear,PacificAsia,0.119999997,99.98999786,T4255
DEBIT,4,-20.55999947,0,Footwear,PacificAsia,0.200000003,99.98999786,T4256
DEBIT,4,62.40000153,0,Apparel,PacificAsia,0,129.9900055,T4257
DEBIT,4,47.18999863,0,Apparel,PacificAsia,0,129.9900055,T4258
DEBIT,4,27.29999924,1,Apparel,PacificAsia,0,129.9900055,T4259
DEBIT,4,46.70999908,0,Apparel,PacificAsia,0.01,129.9900055,T4260
DEBIT,4,-205.75,1,Apparel,PacificAsia,0.01,357.1000061,T4261
DEBIT,4,-64.34999847,0,Apparel,PacificAsia,0.01,129.9900055,T4262
DEBIT,4,-64.34999847,1,Apparel,PacificAsia,0.01,129.9900055,T4263
DEBIT,4,57.33000183,0,Apparel,PacificAsia,0.02,129.9900055,T4264
DEBIT,4,44.59000015,0,Apparel,PacificAsia,0.02,129.9900055,T4265
DEBIT,4,-1.659999967,1,Apparel,PacificAsia,0.02,129.9900055,T4266
DEBIT,4,-14.39999962,1,Apparel,PacificAsia,0.02,129.9900055,T4267
DEBIT,4,31.52000046,0,Apparel,PacificAsia,0.029999999,129.9900055,T4268
DEBIT,4,45.29999924,0,Apparel,PacificAsia,0.039999999,129.9900055,T4269
DEBIT,4,2.470000029,0,Apparel,PacificAsia,0.050000001,129.9900055,T4270
DEBIT,4,27.20000076,0,Apparel,PacificAsia,0.07,129.9900055,T4271
DEBIT,4,-23.65999985,1,Apparel,PacificAsia,0.090000004,129.9900055,T4272
DEBIT,4,26.20000076,0,Apparel,PacificAsia,0.090000004,59.99000168,T4273
DEBIT,4,10.28999996,1,Apparel,PacificAsia,0.090000004,129.9900055,T4274
DEBIT,4,15.72999954,1,Apparel,PacificAsia,0.090000004,129.9900055,T4275
DEBIT,4,40.95000076,0,Apparel,PacificAsia,0.100000001,129.9900055,T4276
DEBIT,4,25.92000008,0,Apparel,PacificAsia,0.100000001,59.99000168,T4277
DEBIT,4,54.99000168,0,Apparel,PacificAsia,0.100000001,129.9900055,T4278
DEBIT,4,35.09999847,1,Apparel,PacificAsia,0.100000001,129.9900055,T4279
DEBIT,4,-38.84999847,1,Apparel,PacificAsia,0.100000001,215.8200073,T4280
DEBIT,4,-24.8199997,1,Apparel,PacificAsia,0.119999997,129.9900055,T4281
DEBIT,4,-1.600000024,0,Apparel,PacificAsia,0.119999997,129.9900055,T4282
DEBIT,4,35.40000153,1,Apparel,PacificAsia,0.129999995,129.9900055,T4283
DEBIT,4,68.16000366,0,Apparel,PacificAsia,0.129999995,215.8200073,T4284
DEBIT,4,50.88999939,1,Apparel,PacificAsia,0.129999995,129.9900055,T4285
DEBIT,4,16.95999908,1,Apparel,PacificAsia,0.129999995,59.99000168,T4286
DEBIT,4,44.20000076,1,Apparel,PacificAsia,0.150000006,129.9900055,T4287
DEBIT,4,-25.73999977,0,Apparel,PacificAsia,0.150000006,129.9900055,T4288
DEBIT,4,-88.38999939,1,Apparel,PacificAsia,0.150000006,129.9900055,T4289
DEBIT,4,52.40999985,1,Apparel,PacificAsia,0.159999996,129.9900055,T4290
DEBIT,4,88.55999756,0,Apparel,PacificAsia,0.159999996,210.8500061,T4291
