,College_Name,State,Public_or_Private,Apps_received,Apps_accepted,New_students,Percent_from_top_10,Percent_from_top_25,FT_undergrads,PT_undergrads,in-state_tuition,out-of-state_tuition,room,board,fees,book_costs,personal_costs,PhD_Faculty,faculty_student_ratio,Graduation_rate
326,Ball State University,IN,1,9361.0,7910.0,3849.0,38.0,50.0,16148.0,2207.0,2864.0,7244.0,3608.0,,,500.0,1500.0,69.0,17.7,51.0
327,Bethel College,IN,2,495.0,415.0,267.0,15.0,37.0,733.0,402.0,9300.0,9300.0,1300.0,1700.0,,500.0,,51.0,14.6,
328,Butler University,IN,2,2362.0,2037.0,700.0,40.0,68.0,2607.0,148.0,13130.0,13130.0,2480.0,2170.0,65.0,500.0,1600.0,77.0,10.9,83.0
329,DePauw University,IN,2,1994.0,1656.0,495.0,50.0,80.0,1983.0,36.0,14300.0,14300.0,2510.0,2510.0,200.0,550.0,950.0,78.0,11.1,82.0
330,Earlham College,IN,2,1358.0,1006.0,274.0,35.0,63.0,1028.0,13.0,15036.0,15036.0,1899.0,2157.0,273.0,600.0,600.0,90.0,10.6,78.0
331,University of Evansville,IN,2,2096.0,1626.0,694.0,35.0,67.0,2551.0,407.0,11800.0,11800.0,2520.0,1820.0,200.0,700.0,960.0,60.0,15.8,77.0
332,Franklin College,IN,2,804.0,632.0,281.0,29.0,72.0,840.0,68.0,10390.0,10390.0,1790.0,2250.0,110.0,525.0,1345.0,54.0,12.5,60.0
333,Goshen College,IN,2,440.0,396.0,221.0,26.0,51.0,910.0,166.0,9420.0,9420.0,1800.0,1930.0,,600.0,1230.0,51.0,9.9,72.0
334,Grace College and Seminary,IN,2,548.0,428.0,167.0,18.0,46.0,618.0,113.0,8958.0,8958.0,1862.0,1956.0,,300.0,1000.0,53.0,15.3,64.0
335,Hanover College,IN,2,1006.0,837.0,317.0,33.0,65.0,1024.0,15.0,8200.0,8200.0,1540.0,1945.0,350.0,500.0,1200.0,84.0,10.6,64.0
336,Huntington College,IN,2,450.0,430.0,125.0,20.0,46.0,488.0,43.0,9950.0,9950.0,3920.0,,250.0,300.0,1300.0,76.0,11.8,47.0
337,University of Indianapolis,IN,2,1487.0,1276.0,388.0,26.0,51.0,1417.0,1646.0,11120.0,11120.0,4080.0,,30.0,525.0,1405.0,55.0,11.1,69.0
338,Indiana Institute of Technology,IN,2,1052.0,810.0,167.0,7.0,47.0,477.0,602.0,8120.0,8120.0,3790.0,,,,,40.0,15.4,
339,University of Southern Indiana,IN,1,2379.0,2133.0,1292.0,8.0,25.0,4283.0,2973.0,2040.0,4973.0,1660.0,1532.0,20.0,500.0,1425.0,56.0,22.0,38.0
340,Indiana University at Bloomington,IN,1,16587.0,13243.0,5873.0,25.0,72.0,24763.0,2717.0,2984.0,9766.0,,,389.0,600.0,2000.0,77.0,21.3,68.0
341,Indiana Univ. East,IN,1,814.0,814.0,616.0,6.0,24.0,988.0,1356.0,2369.0,6140.0,,,116.0,570.0,,52.0,13.8,24.0
342,Indiana Univ.-Purdue Univ. at Fort Wayne,IN,1,2464.0,2306.0,1714.0,7.0,32.0,4981.0,5917.0,2090.0,5170.0,,,91.0,500.0,2000.0,67.0,16.0,41.0
343,Indiana Univ.-Purdue Univ. at Indianapolis,IN,1,4630.0,3655.0,2301.0,5.0,27.0,9216.0,11176.0,2766.0,8490.0,,,212.0,600.0,2200.0,69.0,10.4,25.0
344,Indiana Univ. at Kokomo,IN,1,1108.0,1086.0,723.0,4.0,26.0,1139.0,2070.0,2369.0,6140.0,,,90.0,660.0,,60.0,14.7,23.0
345,Indiana Univ. Northwest,IN,1,1572.0,1241.0,907.0,5.0,18.0,2699.0,2611.0,2369.0,6140.0,,,96.0,500.0,,56.0,18.2,33.0
346,Indiana Univ. at South Bend,IN,1,1500.0,1250.0,980.0,10.0,30.0,2761.0,3341.0,2412.0,6594.0,,,146.0,600.0,,69.0,14.4,33.0
347,Indiana Univ. Southeast,IN,1,1265.0,1256.0,911.0,,,2728.0,2660.0,2369.0,6140.0,,,73.0,500.0,,76.0,16.7,33.0
348,Manchester College,IN,2,1004.0,802.0,239.0,23.0,63.0,909.0,51.0,10440.0,10440.0,1960.0,1890.0,350.0,525.0,1450.0,63.0,11.8,64.0
349,Marian College,IN,2,770.0,542.0,238.0,15.0,42.0,923.0,427.0,9990.0,9990.0,3822.0,,164.0,450.0,1540.0,38.0,10.4,61.0
350,Indiana Wesleyan University,IN,2,735.0,423.0,366.0,20.0,48.0,2448.0,707.0,9210.0,9210.0,1558.0,2224.0,,700.0,1000.0,49.0,39.8,34.0
351,Oakland City College,IN,2,495.0,465.0,275.0,18.0,35.0,695.0,193.0,7620.0,7260.0,998.0,1986.0,186.0,740.0,900.0,41.0,11.5,62.0
352,Purdue University at West Lafayette,IN,1,21804.0,18744.0,5874.0,29.0,60.0,26213.0,4065.0,2884.0,9556.0,,,,570.0,1060.0,86.0,18.2,67.0
353,Purdue University Calumet,IN,1,,,,,,3831.0,4186.0,2374.0,5521.0,,,30.0,490.0,,,,
354,Rose-Hulman Institute of Technology,IN,2,3320.0,1840.0,381.0,73.0,93.0,1320.0,,13380.0,13380.0,2070.0,2136.0,120.0,600.0,600.0,91.0,13.6,97.0
355,Saint Francis College,IN,2,213.0,166.0,85.0,13.0,36.0,513.0,247.0,8670.0,8670.0,3820.0,,80.0,450.0,1000.0,43.0,12.5,48.0
356,Saint Joseph's College,IN,2,920.0,684.0,225.0,24.0,42.0,815.0,222.0,11200.0,11200.0,4250.0,,330.0,600.0,950.0,55.0,14.8,67.0
357,Calumet College of St. Joseph,IN,2,225.0,203.0,176.0,13.0,24.0,470.0,627.0,3960.0,3960.0,,,25.0,,,37.0,10.6,
358,Saint Mary-of-the-Woods College,IN,2,150.0,130.0,88.0,23.0,50.0,341.0,768.0,10300.0,10300.0,1590.0,2540.0,400.0,500.0,1700.0,44.0,10.2,75.0
359,Saint Mary's College,IN,2,888.0,734.0,393.0,26.0,60.0,1433.0,27.0,12730.0,12730.0,2652.0,1862.0,901.0,500.0,1525.0,74.0,9.9,98.0
360,Saint Meinrad College,IN,2,69.0,44.0,36.0,30.0,44.0,118.0,,6004.0,6004.0,,,76.0,400.0,2100.0,67.0,4.9,
361,Taylor University,IN,2,1769.0,1092.0,437.0,41.0,80.0,1757.0,81.0,10965.0,10965.0,1900.0,2100.0,210.0,450.0,1250.0,60.0,14.2,98.0
362,Tri-State University,IN,2,1262.0,1102.0,276.0,14.0,40.0,978.0,98.0,9456.0,9456.0,,,186.0,468.0,1323.0,53.0,12.8,65.0
363,University of Notre Dame,IN,2,7700.0,3700.0,1906.0,79.0,96.0,7671.0,30.0,16850.0,16850.0,4400.0,,147.0,600.0,1350.0,96.0,13.1,97.0
364,Valparaiso University,IN,2,2075.0,1727.0,520.0,49.0,81.0,2501.0,198.0,11800.0,11800.0,1300.0,1960.0,450.0,500.0,800.0,87.0,14.2,95.0
365,Wabash College,IN,2,800.0,623.0,256.0,41.0,76.0,801.0,5.0,12925.0,12925.0,1480.0,2715.0,250.0,500.0,635.0,78.0,9.9,72.0
366,Indiana State University,IN,1,5659.0,4761.0,3147.0,10.0,31.0,8596.0,1949.0,2802.0,6892.0,,,,600.0,2500.0,72.0,16.6,40.0
367,Baker University,KS,2,602.0,483.0,206.0,21.0,47.0,958.0,466.0,8620.0,8620.0,1900.0,2200.0,310.0,400.0,2250.0,58.0,11.0,65.0
368,Bethany College,KS,2,878.0,816.0,200.0,16.0,41.0,706.0,62.0,8740.0,8740.0,1463.0,1900.0,105.0,550.0,1700.0,62.0,11.6,48.0
369,Bethel College,KS,2,202.0,184.0,122.0,19.0,42.0,537.0,101.0,8540.0,8540.0,1960.0,1620.0,200.0,500.0,1400.0,61.0,8.8,56.0
370,Fort Hays State University,KS,1,1363.0,1363.0,806.0,,33.0,3640.0,706.0,1734.0,4869.0,2950.0,,,500.0,,65.0,18.1,44.0
371,Friends University,KS,2,358.0,276.0,172.0,5.0,24.0,838.0,122.0,8516.0,8516.0,,1910.0,115.0,650.0,,55.0,25.0,49.0
372,Pittsburg State University,KS,1,1419.0,1313.0,813.0,11.0,30.0,4469.0,499.0,1778.0,5424.0,3000.0,,,300.0,2000.0,52.0,23.2,58.0
373,Emporia State University,KS,1,1256.0,1256.0,853.0,43.0,79.0,3957.0,588.0,1729.0,5401.0,1512.0,1632.0,,450.0,1888.0,72.0,19.3,50.0
374,Kansas State University,KS,1,5880.0,4075.0,2833.0,25.0,55.0,14914.0,2246.0,1713.0,6995.0,3120.0,,403.0,600.0,2000.0,76.0,18.5,54.0
375,Kansas Wesleyan University,KS,2,589.0,575.0,148.0,16.0,40.0,474.0,258.0,8400.0,8400.0,1850.0,1400.0,120.0,500.0,1400.0,63.0,12.4,68.0
376,McPherson College,KS,2,420.0,293.0,93.0,11.0,32.0,336.0,80.0,7950.0,7950.0,1550.0,2200.0,260.0,600.0,2740.0,54.0,9.8,48.0
377,Ottawa University,KS,2,607.0,388.0,236.0,8.0,19.0,538.0,36.0,7250.0,7250.0,1945.0,1300.0,,400.0,2730.0,47.0,14.5,46.0
378,Southwestern College,KS,2,213.0,155.0,75.0,28.0,66.0,504.0,147.0,7200.0,7200.0,,,,550.0,1500.0,56.0,11.8,52.0
379,Saint Mary College,KS,2,273.0,229.0,66.0,25.0,60.0,439.0,415.0,7800.0,7800.0,3820.0,,270.0,800.0,,50.0,8.2,53.0
380,Sterling College,KS,2,479.0,373.0,127.0,20.0,43.0,631.0,133.0,8280.0,8280.0,,,100.0,500.0,,50.0,16.1,36.0
381,Tabor College,KS,2,257.0,183.0,109.0,19.0,41.0,396.0,38.0,7850.0,7850.0,2010.0,1400.0,200.0,400.0,1500.0,55.0,10.0,53.0
382,University of Kansas,KS,1,8579.0,5561.0,3681.0,25.0,50.0,17880.0,1673.0,1650.0,6994.0,,,388.0,700.0,2681.0,88.0,13.7,57.0
383,Washburn University,KS,1,1100.0,1078.0,560.0,,36.0,3157.0,2705.0,2790.0,4774.0,1410.0,1800.0,32.0,450.0,1000.0,82.0,13.8,53.0
384,Wichita State University,KS,1,2901.0,2236.0,896.0,,39.0,6550.0,5083.0,1650.0,6994.0,,,465.0,450.0,350.0,82.0,20.4,32.0
385,MidAmerica Nazarene College,KS,2,331.0,331.0,225.0,15.0,36.0,1100.0,166.0,6840.0,6840.0,,,472.0,1100.0,4913.0,33.0,15.4,49.0
386,Benedictine College,KS,2,632.0,620.0,222.0,14.0,24.0,702.0,501.0,9550.0,9550.0,2250.0,1600.0,210.0,350.0,250.0,64.0,14.1,58.0
387,Alice Lloyd College,KY,2,1174.0,607.0,289.0,20.0,45.0,555.0,24.0,,3800.0,1100.0,1380.0,300.0,500.0,800.0,56.0,19.4,31.0
388,Asbury College,KY,2,643.0,509.0,280.0,26.0,56.0,1110.0,39.0,8988.0,8988.0,1226.0,1538.0,125.0,500.0,1600.0,61.0,12.1,
389,Bellarmine College,KY,2,807.0,707.0,308.0,39.0,63.0,1198.0,605.0,8840.0,8840.0,1950.0,1000.0,100.0,750.0,1290.0,74.0,13.1,84.0
390,Berea College,KY,2,1836.0,599.0,455.0,35.0,60.0,1540.0,51.0,,,1355.0,1480.0,188.0,450.0,1027.0,77.0,13.2,57.0
391,Brescia College,KY,2,307.0,260.0,99.0,17.0,42.0,452.0,249.0,7500.0,7500.0,3200.0,,,650.0,,49.0,10.1,56.0
392,Campbellsville College,KY,2,848.0,587.0,298.0,25.0,55.0,935.0,184.0,6060.0,6060.0,1850.0,1220.0,,600.0,1300.0,62.0,17.7,49.0
393,Spalding University,KY,2,283.0,201.0,97.0,10.0,45.0,589.0,263.0,8400.0,8400.0,,,96.0,600.0,900.0,50.0,10.6,89.0
394,Centre College,KY,2,1013.0,888.0,288.0,55.0,82.0,943.0,7.0,11850.0,11850.0,2120.0,2150.0,350.0,600.0,900.0,95.0,11.4,74.0
395,Cumberland College,KY,2,995.0,789.0,398.0,26.0,47.0,1306.0,122.0,6230.0,6230.0,3526.0,,32.0,400.0,600.0,42.0,13.0,63.0
396,Eastern Kentucky University,KY,1,5443.0,5135.0,2445.0,,,11208.0,3350.0,1700.0,4700.0,1960.0,1236.0,,600.0,,82.0,19.8,39.0
397,Georgetown College,KY,2,727.0,693.0,286.0,30.0,55.0,1063.0,48.0,8000.0,8100.0,1975.0,1975.0,50.0,550.0,550.0,73.0,13.3,55.0
398,Kentucky State University,KY,1,1636.0,952.0,424.0,6.0,22.0,1544.0,896.0,1340.0,4120.0,1456.0,1226.0,100.0,510.0,,60.0,15.0,19.0
399,Kentucky Wesleyan College,KY,2,584.0,497.0,175.0,20.0,49.0,662.0,121.0,8000.0,8000.0,2300.0,1850.0,200.0,500.0,1300.0,57.0,11.3,62.0
400,Lindsey Wilson College,KY,2,1089.0,865.0,382.0,,,1006.0,164.0,6600.0,6600.0,1400.0,2150.0,80.0,400.0,500.0,32.0,19.3,
401,Morehead State University,KY,1,2825.0,2495.0,1300.0,,,6311.0,975.0,1580.0,4740.0,,,320.0,500.0,1050.0,58.0,19.9,52.0
402,Murray State University,KY,1,2225.0,1910.0,1190.0,29.0,55.0,5968.0,955.0,1580.0,4738.0,1290.0,1820.0,280.0,700.0,940.0,72.0,20.2,52.0
403,Pikeville College,KY,2,404.0,400.0,169.0,28.0,48.0,797.0,100.0,6000.0,6000.0,3000.0,,130.0,500.0,500.0,48.0,13.4,61.0
404,Transylvania University,KY,2,759.0,729.0,244.0,57.0,81.0,867.0,51.0,10900.0,10900.0,2480.0,1970.0,450.0,500.0,1000.0,81.0,12.1,70.0
405,Union College,KY,2,484.0,384.0,177.0,9.0,45.0,634.0,78.0,7800.0,7800.0,2950.0,,,500.0,600.0,60.0,14.1,64.0
406,University of Kentucky,KY,1,7769.0,5689.0,2675.0,,,14931.0,2596.0,2160.0,6640.0,,,330.0,450.0,1340.0,95.0,12.2,52.0
407,University of Louisville,KY,1,4777.0,3057.0,1823.0,16.0,33.0,9844.0,6198.0,2180.0,6540.0,,,210.0,530.0,2440.0,84.0,11.1,31.0
408,Thomas More College,KY,2,808.0,594.0,218.0,,,756.0,502.0,9490.0,9490.0,2248.0,1644.0,110.0,400.0,880.0,65.0,10.5,66.0
409,Western Kentucky University,KY,1,4441.0,3260.0,2082.0,,,10264.0,2910.0,1801.0,4961.0,1316.0,1833.0,221.0,500.0,1100.0,66.0,19.1,45.0
410,Northern Kentucky University,KY,1,2920.0,2506.0,1682.0,,,7112.0,3832.0,1720.0,4720.0,2900.0,,,500.0,500.0,66.0,17.7,52.0
411,Centenary College of Louisiana,LA,2,495.0,434.0,210.0,35.0,55.0,775.0,44.0,8950.0,8950.0,1470.0,2020.0,306.0,600.0,1900.0,86.0,11.3,66.0
412,Dillard University,LA,2,1998.0,1376.0,651.0,41.0,88.0,1539.0,45.0,6700.0,6700.0,,,,500.0,2307.0,52.0,14.1,61.0
413,Nicholls State University,LA,1,2020.0,1898.0,1092.0,,,4921.0,1338.0,1980.0,4572.0,,,37.0,600.0,2307.0,65.0,21.8,36.0
414,Grambling State University,LA,1,4847.0,3518.0,1900.0,27.0,65.0,6567.0,261.0,1044.0,1044.0,775.0,531.0,12.0,500.0,1200.0,46.0,24.6,58.0
415,Louisiana College,LA,2,2013.0,1053.0,212.0,33.0,61.0,912.0,158.0,5150.0,5150.0,,,420.0,500.0,1655.0,64.0,10.5,59.0
416,Louisiana Tech University,LA,1,2397.0,2144.0,1525.0,22.0,45.0,6720.0,1822.0,2262.0,3957.0,1245.0,1080.0,,618.0,1656.0,66.0,20.0,45.0
417,Louisiana State University at Baton Rouge,LA,1,5996.0,4993.0,3079.0,29.0,57.0,16269.0,3757.0,2625.0,5925.0,1720.0,1260.0,75.0,600.0,2242.0,83.0,15.9,37.0
418,Louisiana State University at Shreveport,LA,1,675.0,645.0,500.0,,,2413.0,1477.0,1950.0,4990.0,,1680.0,130.0,617.0,2307.0,62.0,18.1,35.0
419,University of New Orleans,LA,1,2406.0,2139.0,1501.0,,,8158.0,3643.0,2362.0,5154.0,1557.0,1566.0,,800.0,1790.0,75.0,17.9,19.0
420,Loyola University,LA,2,1891.0,1698.0,719.0,24.0,80.0,2740.0,761.0,11100.0,11100.0,2980.0,2890.0,190.0,600.0,750.0,77.0,11.7,53.0
421,McNeese State University,LA,1,2066.0,2031.0,1525.0,,,6020.0,1317.0,1966.0,3450.0,1110.0,1200.0,,650.0,1608.0,69.0,21.1,34.0
422,Northeast Louisiana University,LA,1,2963.0,2814.0,1840.0,,41.0,8718.0,1707.0,1644.0,3804.0,,,282.0,617.0,1655.0,57.0,20.6,21.0
423,Northwestern State University of Louisiana,LA,1,2671.0,2671.0,1330.0,,,5742.0,1969.0,2040.0,4040.0,1236.0,980.0,143.0,500.0,1600.0,67.0,29.5,33.0
424,Our Lady of Holy Cross College,LA,2,246.0,217.0,171.0,,,674.0,472.0,4400.0,4400.0,,,95.0,534.0,,72.0,16.1,73.0
425,Southeastern Louisiana University,LA,1,3247.0,3247.0,2297.0,,,9724.0,2192.0,1910.0,3854.0,1030.0,1200.0,,250.0,,61.0,24.3,29.0
426,Southern University at New Orleans,LA,1,900.0,900.0,490.0,10.0,30.0,2911.0,1089.0,1451.0,3009.0,,,,600.0,,62.0,19.6,35.0
427,Tulane University,LA,2,7033.0,5125.0,1223.0,47.0,75.0,4941.0,1534.0,19040.0,19040.0,2690.0,3260.0,510.0,350.0,800.0,98.0,9.1,74.0
428,University of Southwestern Louisiana,LA,1,4299.0,4250.0,2664.0,,,11767.0,3219.0,1898.0,4898.0,,,,560.0,,63.0,22.7,30.0
429,Xavier University of Louisiana,LA,2,2097.0,1915.0,695.0,34.0,61.0,2793.0,166.0,6900.0,6900.0,,,200.0,617.0,781.0,67.0,14.4,49.0
430,Southern University and A & M College,LA,1,2431.0,2416.0,1711.0,37.0,45.0,7534.0,775.0,2028.0,3950.0,1208.0,1508.0,,600.0,600.0,50.0,15.9,33.0
431,American International College,MA,2,1420.0,1093.0,220.0,9.0,22.0,1018.0,287.0,8700.0,8700.0,4780.0,,480.0,450.0,1400.0,78.0,14.7,69.0
432,Amherst College,MA,2,4302.0,992.0,418.0,83.0,96.0,1593.0,5.0,19760.0,19760.0,2650.0,2650.0,272.0,660.0,1598.0,93.0,8.4,100.0
433,Anna Maria College,MA,2,350.0,283.0,82.0,9.0,34.0,367.0,406.0,10800.0,10800.0,,,550.0,500.0,,45.0,11.7,82.0
434,Assumption College,MA,2,2135.0,1700.0,491.0,23.0,59.0,1708.0,689.0,12000.0,12000.0,,,125.0,500.0,500.0,93.0,13.8,88.0
435,Merrimack College,MA,2,1981.0,1541.0,514.0,18.0,36.0,1927.0,1084.0,12500.0,12500.0,2750.0,3450.0,175.0,375.0,1000.0,73.0,16.8,80.0
436,Babson College,MA,2,2007.0,1139.0,407.0,30.0,68.0,1680.0,,16600.0,16600.0,2495.0,4490.0,660.0,500.0,1045.0,93.0,16.8,94.0
437,Bentley College,MA,2,3466.0,2330.0,640.0,20.0,60.0,3095.0,1533.0,13800.0,13800.0,2730.0,2780.0,65.0,630.0,850.0,87.0,17.5,82.0
438,Berklee College of Music,MA,2,1975.0,1516.0,712.0,,,2223.0,304.0,11550.0,11550.0,,,385.0,400.0,1115.0,15.0,10.2,38.0
439,Boston College,MA,2,13112.0,6179.0,2154.0,66.0,94.0,8807.0,,16640.0,16640.0,3130.0,3830.0,448.0,500.0,1300.0,95.0,16.6,90.0
440,Boston University,MA,2,20192.0,13007.0,3810.0,45.0,80.0,14971.0,3113.0,18420.0,18420.0,3920.0,2890.0,270.0,475.0,1025.0,80.0,11.9,72.0
441,Bradford College,MA,2,443.0,330.0,151.0,5.0,36.0,453.0,42.0,14080.0,14080.0,3500.0,2750.0,260.0,500.0,900.0,57.0,10.2,46.0
442,Brandeis University,MA,2,4186.0,2743.0,740.0,48.0,77.0,2819.0,62.0,19380.0,19380.0,3500.0,3250.0,450.0,410.0,1000.0,90.0,9.8,84.0
443,Clark University,MA,2,2887.0,2059.0,457.0,30.0,61.0,1928.0,296.0,17500.0,17500.0,2000.0,2200.0,440.0,500.0,950.0,94.0,10.5,79.0
444,Elms College,MA,2,245.0,208.0,125.0,23.0,46.0,544.0,436.0,11800.0,11800.0,4765.0,,400.0,450.0,1700.0,71.0,11.3,86.0
445,College of the Holy Cross,MA,2,2994.0,1691.0,659.0,70.0,95.0,2675.0,22.0,18000.0,18000.0,6300.0,,355.0,400.0,900.0,92.0,11.3,95.0
446,Curry College,MA,2,1224.0,936.0,283.0,5.0,25.0,891.0,332.0,13600.0,13600.0,3050.0,2400.0,500.0,600.0,,39.0,8.7,58.0
447,Eastern Nazarene College,MA,2,516.0,409.0,200.0,17.0,40.0,1238.0,30.0,8770.0,8770.0,3500.0,,590.0,450.0,700.0,58.0,17.3,70.0
448,Emerson College,MA,2,1849.0,1228.0,492.0,19.0,51.0,2025.0,169.0,15200.0,15200.0,4590.0,3192.0,348.0,500.0,933.0,,18.0,62.0
449,Endicott College,MA,2,1000.0,858.0,319.0,10.0,29.0,665.0,298.0,11455.0,11455.0,,,250.0,400.0,1000.0,33.0,12.3,
450,Gordon College,MA,2,674.0,565.0,282.0,25.0,54.0,1151.0,39.0,12200.0,12200.0,1470.0,2600.0,520.0,400.0,1200.0,73.0,14.2,66.0
451,Harvard University,MA,2,13865.0,2165.0,1606.0,90.0,100.0,6862.0,320.0,18485.0,18485.0,3370.0,3040.0,1335.0,500.0,1920.0,97.0,9.9,100.0
452,Lasell College,MA,2,618.0,540.0,171.0,8.0,21.0,470.0,59.0,11475.0,11475.0,,,525.0,600.0,2150.0,32.0,9.1,
453,Lesley College,MA,2,244.0,198.0,82.0,12.0,33.0,1134.0,336.0,11700.0,11700.0,2100.0,3200.0,120.0,550.0,805.0,71.0,27.8,58.0
454,University of Massachusetts at Lowell,MA,1,3986.0,3026.0,1093.0,8.0,29.0,5740.0,4182.0,4694.0,9838.0,1774.0,2390.0,,500.0,1160.0,81.0,16.1,53.0
455,Massachusetts Institute of Technology,MA,2,6411.0,2140.0,1078.0,96.0,99.0,4481.0,28.0,20100.0,20100.0,3200.0,2775.0,600.0,725.0,1600.0,99.0,10.1,94.0
456,Bridgewater State College,MA,1,4915.0,3340.0,1064.0,4.0,21.0,5356.0,1502.0,1408.0,5542.0,2291.0,1700.0,2014.0,500.0,1750.0,73.0,17.1,51.0
457,Fitchburg State College,MA,1,2857.0,2090.0,577.0,5.0,20.0,2879.0,1412.0,1408.0,5542.0,2330.0,1700.0,1826.0,450.0,1555.0,,14.7,57.0
458,Framingham State College,MA,1,4141.0,2316.0,586.0,7.0,28.0,3248.0,1969.0,1380.0,5244.0,2110.0,1256.0,1796.0,500.0,600.0,68.0,21.2,
459,North Adams State College,MA,1,1563.0,1005.0,240.0,1.0,19.0,1380.0,136.0,1408.0,5542.0,2400.0,1930.0,2147.0,500.0,1000.0,65.0,14.2,57.0
460,Salem State College,MA,1,3973.0,3168.0,1334.0,,,5625.0,3416.0,1408.0,5542.0,1564.0,1950.0,1650.0,375.0,650.0,55.0,21.0,45.0
461,Westfield State College,MA,1,3100.0,2150.0,825.0,3.0,20.0,3234.0,941.0,1408.0,5542.0,2600.0,1188.0,1746.0,500.0,1300.0,75.0,15.7,65.0
462,Worcester State College,MA,1,2197.0,1515.0,543.0,4.0,26.0,3089.0,2029.0,2663.0,6797.0,2660.0,1240.0,1255.0,500.0,1200.0,60.0,21.0,40.0
463,Mount Holyoke College,MA,2,1800.0,1314.0,526.0,47.0,79.0,1891.0,40.0,19300.0,19300.0,2800.0,2900.0,735.0,750.0,750.0,79.0,9.0,84.0
464,Mount Ida College,MA,2,4750.0,4041.0,795.0,,,1501.0,334.0,9810.0,9810.0,6890.0,,290.0,300.0,,32.0,13.5,77.0
465,Nichols College,MA,2,780.0,702.0,218.0,6.0,21.0,707.0,693.0,9744.0,9744.0,2812.0,2812.0,200.0,400.0,1000.0,83.0,27.7,
466,Northeastern University,MA,2,11901.0,8492.0,2517.0,16.0,42.0,11160.0,10221.0,13380.0,13380.0,3990.0,3435.0,186.0,600.0,1750.0,73.0,12.9,46.0
467,Pine Manor College,MA,2,354.0,323.0,125.0,,10.0,372.0,28.0,15190.0,15190.0,3240.0,3240.0,675.0,400.0,500.0,46.0,8.9,67.0
468,Regis College,MA,2,427.0,385.0,143.0,18.0,38.0,581.0,533.0,12700.0,12700.0,5800.0,,275.0,450.0,700.0,81.0,10.3,84.0
469,Simmons College,MA,2,1003.0,782.0,295.0,23.0,53.0,1144.0,160.0,16160.0,16160.0,,,518.0,500.0,1200.0,74.0,8.9,79.0
470,Smith College,MA,2,2925.0,1598.0,632.0,51.0,88.0,2479.0,95.0,18820.0,18820.0,,,163.0,500.0,1050.0,85.0,10.3,90.0
471,University of Massachusetts at Dartmouth,MA,1,3347.0,2597.0,1006.0,10.0,37.0,4664.0,1630.0,1836.0,6919.0,,,1999.0,500.0,1250.0,74.0,15.0,56.0
472,Springfield College,MA,2,1888.0,1347.0,519.0,,,2160.0,131.0,9438.0,9438.0,2100.0,2200.0,432.0,,,55.0,12.8,76.0
473,Stonehill College,MA,2,3646.0,2300.0,585.0,25.0,69.0,2022.0,926.0,12170.0,12170.0,,,275.0,480.0,800.0,79.0,13.0,97.0
474,Suffolk University,MA,2,1247.0,980.0,356.0,11.0,32.0,2207.0,814.0,10584.0,10584.0,,,60.0,500.0,2400.0,95.0,13.3,60.0
475,Tufts University,MA,2,7614.0,3605.0,1205.0,60.0,90.0,4598.0,,19701.0,19701.0,3038.0,2930.0,503.0,600.0,928.0,99.0,10.3,92.0
476,University of Massachusetts at Amherst,MA,1,14438.0,12414.0,3816.0,12.0,39.0,16282.0,1940.0,2220.0,8566.0,1712.0,2185.0,3247.0,500.0,1400.0,88.0,16.7,68.0
477,University of Massachusetts at Boston,MA,1,2237.0,1495.0,800.0,10.0,29.0,6034.0,4954.0,2220.0,8568.0,,,2028.0,560.0,1221.0,86.0,14.5,41.0
478,Wellesley College,MA,2,2895.0,1249.0,579.0,80.0,96.0,2195.0,156.0,18345.0,18345.0,3055.0,2940.0,360.0,500.0,700.0,94.0,10.6,91.0
479,Western New England College,MA,2,1650.0,1471.0,409.0,7.0,21.0,1803.0,1116.0,8994.0,8994.0,5500.0,,800.0,498.0,2065.0,74.0,15.4,59.0
480,Wheaton College,MA,2,1738.0,1373.0,417.0,21.0,55.0,1335.0,30.0,18460.0,18460.0,2900.0,3070.0,120.0,700.0,850.0,92.0,13.2,71.0
481,Wheelock College,MA,2,399.0,335.0,161.0,,25.0,736.0,29.0,13472.0,13472.0,5528.0,,,400.0,,74.0,9.6,74.0
482,Williams College,MA,2,4186.0,1245.0,526.0,81.0,96.0,1988.0,29.0,19629.0,19629.0,2855.0,2935.0,141.0,500.0,1200.0,94.0,9.0,99.0
483,Worcester Polytechnic Institute,MA,2,2768.0,2314.0,682.0,49.0,86.0,2802.0,86.0,15884.0,15884.0,2790.0,2580.0,346.0,530.0,730.0,92.0,15.2,82.0
484,Hampshire College,MA,2,1342.0,998.0,309.0,26.0,56.0,1079.0,,20655.0,20655.0,2000.0,3475.0,690.0,375.0,450.0,79.0,11.4,62.0
485,Simon's Rock College of Bard,MA,2,300.0,171.0,132.0,,,303.0,3.0,16900.0,16900.0,2880.0,2740.0,2000.0,400.0,900.0,76.0,8.2,84.0
486,Wentworth Institute of Technology,MA,2,1480.0,1257.0,452.0,6.0,25.0,2961.0,572.0,9850.0,9850.0,6050.0,,,850.0,920.0,10.0,15.4,64.0
487,Capitol College,MD,2,100.0,90.0,35.0,10.0,52.0,282.0,331.0,8400.0,8400.0,2812.0,,195.0,300.0,2134.0,10.0,12.1,52.0
